source,sentence_id,token_id,form,lemma_gold,upos
UD-MTB,81,3,злато,злато,NOUN
UD-MTB,81,4,",",",",PUNCT
UD-MTB,81,5,а,а,CCONJ
UD-MTB,81,6,Петар,петар,PROPN
UD-MTB,81,7,бронза,бронза,NOUN
UD-MTB,81,8,.,.,PUNCT
UD-MTB,82,1,Тие,тие,DET
UD-MTB,82,2,средства,средство,NOUN
UD-MTB,82,3,одат,оди,VERB
UD-MTB,82,4,за,за,ADP
UD-MTB,82,5,лекарства,лекарство,NOUN
UD-MTB,82,6,",",",",PUNCT
UD-MTB,82,7,рече,рече,VERB
UD-MTB,82,8,шефот,шеф,NOUN
UD-MTB,82,9,.,.,PUNCT
UD-MTB,83,1,Оди,оди,VERB
UD-MTB,83,2,си,си,PRON
UD-MTB,83,3,дома,дома,NOUN
UD-MTB,83,4,.,.,PUNCT
UD-MTB,84,1,Сврти,сврти,VERB
UD-MTB,84,2,вле-,вле-,ADV
UD-MTB,84,3,",",",",PUNCT
UD-MTB,84,4,не,не,PART
UD-MTB,84,5,десно,десно,ADV
UD-MTB,84,6,.,.,PUNCT
UD-MTB,85,1,Обожавам,обожавам,VERB
UD-MTB,85,2,помфрит,помфрит,NOUN
UD-MTB,85,3,со,со,ADP
UD-MTB,85,4,кечап,кечап,NOUN
UD-MTB,85,5,.,.,PUNCT
UD-MTB,86,1,Мамо,мама,INTJ
UD-MTB,86,2,",",",",PUNCT
UD-MTB,86,3,направи,направи,VERB
UD-MTB,86,4,ми,ми,PRON
UD-MTB,86,5,пица,пица,NOUN
UD-MTB,86,6,!,!,PUNCT
UD-MTB,87,1,Знаеш,знае,VERB
UD-MTB,87,2,ли,ли,PART
UD-MTB,87,3,да,да,PART
UD-MTB,87,4,пишуваш,пишува,VERB
UD-MTB,87,5,на,на,ADP
UD-MTB,87,6,кинески,кинески,ADJ
UD-MTB,87,7,?,?,PUNCT
UD-MTB,88,1,Ми,ми,PRON
UD-MTB,88,2,рече,рече,VERB
UD-MTB,88,3,дека,дека,CCONJ
UD-MTB,88,4,ќе,ќе,AUX
UD-MTB,88,5,дојде,дојде,VERB
UD-MTB,88,6,и,и,CCONJ
UD-MTB,88,7,дека,дека,PART
UD-MTB,88,8,планира,планира,VERB
UD-MTB,88,9,да,да,PART
UD-MTB,88,10,остане,остане,VERB
UD-MTB,88,11,неколку,неколку,PRON
UD-MTB,88,12,дена,ден,NOUN
UD-MTB,88,13,",",",",PUNCT
UD-MTB,88,14,но,но,CCONJ
UD-MTB,88,15,не,не,PART
UD-MTB,88,16,и,и,CCONJ
UD-MTB,88,17,дека,дека,PART
UD-MTB,88,18,ќе,ќе,AUX
UD-MTB,88,19,те,те,PRON
UD-MTB,88,20,посети,посети,VERB
UD-MTB,88,21,.,.,PUNCT
UD-MTB,89,1,Оваа,ова,DET
UD-MTB,89,2,година,година,NOUN
UD-MTB,89,3,постигна,постигне,VERB
UD-MTB,89,4,гол,гол,NOUN
UD-MTB,89,5,на,на,ADP
UD-MTB,89,6,пет,пет,NUM
UD-MTB,89,7,натпревари,натпревар,NOUN
UD-MTB,89,8,по,по,ADP
UD-MTB,89,9,ред,ред,NOUN
UD-MTB,89,10,",",",",PUNCT
UD-MTB,89,11,а,а,CCONJ
UD-MTB,89,12,тоа,тоа,PRON
UD-MTB,89,13,му,му,PRON
UD-MTB,89,14,се,се,PRON
UD-MTB,89,15,немаше,нема,AUX
UD-MTB,89,16,случено,случен,ADJ
UD-MTB,89,17,претходно,претходно,ADV
UD-MTB,89,18,.,.,PUNCT
UD-MTB,90,1,Сакам,сакам,VERB
UD-MTB,90,2,прекрасен,прекрасен,ADJ
UD-MTB,90,3,сладолед,сладолед,NOUN
UD-MTB,90,4,",",",",PUNCT
UD-MTB,90,5,со,со,ADP
UD-MTB,90,6,три,три,NUM
UD-MTB,90,7,топки,топка,NOUN
UD-MTB,90,8,",",",",PUNCT
UD-MTB,90,9,од,од,ADP
UD-MTB,90,10,ванила,ванила,NOUN
UD-MTB,90,11,",",",",PUNCT
UD-MTB,90,12,јагода,јагода,NOUN
UD-MTB,90,13,и,и,CCONJ
UD-MTB,90,14,лешник,лешник,NOUN
UD-MTB,90,15,",",",",PUNCT
UD-MTB,90,16,каков,каков,PRON
UD-MTB,90,17,што,што,SCONJ
UD-MTB,90,18,јаде,јаде,VERB
UD-MTB,90,19,она,она,DET
UD-MTB,90,20,дете,дете,NOUN
UD-MTB,90,21,.,.,PUNCT
UD-MTB,91,1,Немам,нема,VERB
UD-MTB,91,2,пари,пара,NOUN
UD-MTB,91,3,и,и,CCONJ
UD-MTB,91,4,не,не,PART
UD-MTB,91,5,одам,оди,VERB
UD-MTB,91,6,во,во,ADP
UD-MTB,91,7,кино,кино,NOUN
UD-MTB,91,8,.,.,PUNCT
UD-MTB,92,1,Ако,ако,SCONJ
UD-MTB,92,2,немам,нема,VERB
UD-MTB,92,3,пари,пара,NOUN
UD-MTB,92,4,",",",",PUNCT
UD-MTB,92,5,не,не,PART
UD-MTB,92,6,одам,оди,VERB
UD-MTB,92,7,во,во,ADP
UD-MTB,92,8,кино,кино,NOUN
UD-MTB,92,9,.,.,PUNCT
UD-MTB,93,1,Ние,ние,PRON
UD-MTB,93,2,ја,ја,PRON
UD-MTB,93,3,подготвувавме,подготвува,VERB
UD-MTB,93,4,сцената,сцена,NOUN
UD-MTB,93,5,",",",",PUNCT
UD-MTB,93,6,а,а,CCONJ
UD-MTB,93,7,тие,тие,PRON
UD-MTB,93,8,ги,ги,PRON
UD-MTB,93,9,редеа,реди,VERB
UD-MTB,93,10,столчињата,столче,NOUN
UD-MTB,93,11,.,.,PUNCT
UD-MTB,94,1,Кога,кога,ADV
UD-MTB,94,2,ќе,ќе,AUX
UD-MTB,94,3,дојдеш,дојде,VERB
UD-MTB,94,4,",",",",PUNCT
UD-MTB,94,5,ќе,ќе,AUX
UD-MTB,94,6,ти,ти,PRON
UD-MTB,94,7,раскажам,раскаже,VERB
UD-MTB,94,8,за,за,ADP
UD-MTB,94,9,моите,мој,DET
UD-MTB,94,10,авантури,авантура,NOUN
UD-MTB,94,11,.,.,PUNCT
UD-MTB,95,1,Дојде,дојде,VERB
UD-MTB,95,2,за,за,ADP
UD-MTB,95,3,да,да,PART
UD-MTB,95,4,му,му,PRON
UD-MTB,95,5,раскажам,раскаже,VERB
UD-MTB,95,6,за,за,ADP
UD-MTB,95,7,моите,мој,DET
UD-MTB,95,8,авантури,авантура,NOUN
UD-MTB,95,9,.,.,PUNCT
UD-MTB,96,1,Пред,пред,ADP
UD-MTB,96,2,да,да,PART
UD-MTB,96,3,ти,ти,PRON
UD-MTB,96,4,се,се,PRON
UD-MTB,96,5,јавам,јави,VERB
UD-MTB,96,6,",",",",PUNCT
UD-MTB,96,7,бев,сум,AUX
UD-MTB,96,8,во,во,ADP
UD-MTB,96,9,Тинекс,тинекс,PROPN
UD-MTB,96,10,.,.,PUNCT
UD-MTB,97,1,Студеше,студи,VERB
UD-MTB,97,2,така,така,ADV
UD-MTB,97,3,што,што,SCONJ
UD-MTB,97,4,облеков,облече,VERB
UD-MTB,97,5,јакна,јакна,VERB
UD-MTB,97,6,.,.,PUNCT
UD-MTB,98,1,Да,да,PART
UD-MTB,98,2,студеше,студи,VERB
UD-MTB,98,3,",",",",PUNCT
UD-MTB,98,4,ќе,ќе,AUX
UD-MTB,98,5,облечев,облече,VERB
UD-MTB,98,6,јакна,јакна,NOUN
UD-MTB,98,7,.,.,PUNCT
UD-MTB,99,1,Облеков,облече,VERB
UD-MTB,99,2,јакна,јакна,VERB
UD-MTB,99,3,за,за,ADP
UD-MTB,99,4,да,да,PART
UD-MTB,99,5,се,се,PRON
UD-MTB,99,6,стоплам,стопли,VERB
UD-MTB,99,7,.,.,PUNCT
UD-MTB,100,1,Студеше,студи,VERB
UD-MTB,100,2,па,па,CCONJ
UD-MTB,100,3,облеков,облеков,VERB
UD-MTB,100,4,јакна,јакна,NOUN
UD-MTB,100,5,.,.,PUNCT
UD-MTB,101,1,Студеше,студи,VERB
UD-MTB,101,2,",",",",PUNCT
UD-MTB,101,3,но,но,CCONJ
UD-MTB,101,4,не,не,PART
UD-MTB,101,5,облеков,облече,VERB
UD-MTB,101,6,јакна,јакна,NOUN
UD-MTB,101,7,.,.,PUNCT
UD-MTB,102,1,Гледавме,гледа,VERB
UD-MTB,102,2,натпревар,натпревар,NOUN
UD-MTB,102,3,и,и,CCONJ
UD-MTB,102,4,навивавме,навива,VERB
UD-MTB,102,5,за,за,ADP
UD-MTB,102,6,Вардар,вардар,PROPN
UD-MTB,102,7,.,.,PUNCT
UD-MTB,103,1,Бев,сум,AUX
UD-MTB,103,2,незадоволен,незадоволен,ADJ
UD-MTB,103,3,од,од,ADP
UD-MTB,103,4,оценката,оценка,NOUN
UD-MTB,103,5,и,и,CCONJ
UD-MTB,103,6,затоа,затоа,ADV
UD-MTB,103,7,го,го,PRON
UD-MTB,103,8,поништив,поништи,VERB
UD-MTB,103,9,испитот,испит,NOUN
UD-MTB,103,10,.,.,PUNCT
UD-MTB,104,1,Учев,учев,VERB
UD-MTB,104,2,многу,многу,ADV
UD-MTB,104,3,и,и,CCONJ
UD-MTB,104,4,пак,пак,ADV
UD-MTB,104,5,не,не,PART
UD-MTB,104,6,го,го,PRON
UD-MTB,104,7,положив,положи,VERB
UD-MTB,104,8,испитот,испит,NOUN
UD-MTB,104,9,.,.,PUNCT
UD-MTB,105,1,Тој,тој,PRON
UD-MTB,105,2,не,не,PART
UD-MTB,105,3,дојде,дојде,VERB
UD-MTB,105,4,",",",",PUNCT
UD-MTB,105,5,ниту,ниту,CCONJ
UD-MTB,105,6,се,се,PRON
UD-MTB,105,7,јави,јави,VERB
UD-MTB,105,8,.,.,PUNCT
UD-MTB,106,1,Не,не,PART
UD-MTB,106,2,го,го,PRON
UD-MTB,106,3,прашав,праша,VERB
UD-MTB,106,4,ништо,ништо,PRON
UD-MTB,106,5,за,за,ADP
UD-MTB,106,6,тоа,тоа,PRON
UD-MTB,106,7,",",",",PUNCT
UD-MTB,106,8,ниту,ниту,CCONJ
UD-MTB,106,9,му,му,PRON
UD-MTB,106,10,предложив,предложи,VERB
UD-MTB,106,11,нешто,нешто,PRON
UD-MTB,106,12,.,.,PUNCT
UD-MTB,107,1,Седна,седне,VERB
UD-MTB,107,2,",",",",PUNCT
UD-MTB,107,3,та,та,CCONJ
UD-MTB,107,4,почна,почне,VERB
UD-MTB,107,5,да,да,PART
UD-MTB,107,6,ме,ме,PRON
UD-MTB,107,7,распрашува,распраша,VERB
UD-MTB,107,8,.,.,PUNCT
UD-MTB,108,1,Ние,ние,PRON
UD-MTB,108,2,работиме,работи,VERB
UD-MTB,108,3,",",",",PUNCT
UD-MTB,108,4,а,а,CCONJ
UD-MTB,108,5,тие,тие,PRON
UD-MTB,108,6,се,се,PRON
UD-MTB,108,7,забавуваат,забавува,VERB
UD-MTB,108,8,.,.,PUNCT
UD-MTB,109,1,Беше,сум,AUX
UD-MTB,109,2,возбуден,возбуди,VERB
UD-MTB,109,3,",",",",PUNCT
UD-MTB,109,4,па,па,CCONJ
UD-MTB,109,5,не,не,PART
UD-MTB,109,6,забележа,забележи,VERB
UD-MTB,109,7,незадоволство,незадоволство,NOUN
UD-MTB,109,8,во,во,ADP
UD-MTB,109,9,нејзиниот,нејзин,DET
UD-MTB,109,10,глас,глас,NOUN
UD-MTB,109,11,.,.,PUNCT
UD-MTB,110,1,Не,не,PART
UD-MTB,110,2,само,само,ADV
UD-MTB,110,3,што,што,SCONJ
UD-MTB,110,4,положив,положи,VERB
UD-MTB,110,5,",",",",PUNCT
UD-MTB,110,6,туку,туку,CCONJ
UD-MTB,110,7,и,и,CCONJ
UD-MTB,110,8,добив,добив,VERB
UD-MTB,110,9,десетка,десетка,NOUN
UD-MTB,110,10,.,.,PUNCT
UD-MTB,111,1,Сето,сиот,PRON
UD-MTB,111,2,тоа,тоа,PRON
UD-MTB,111,3,беше,сум,AUX
UD-MTB,111,4,многу,многу,ADV
UD-MTB,111,5,корисно,корисен,ADJ
UD-MTB,111,6,за,за,ADP
UD-MTB,111,7,нас,нас,PRON
UD-MTB,111,8,и,и,CCONJ
UD-MTB,111,9,ние,ние,PRON
UD-MTB,111,10,сме,сум,AUX
UD-MTB,111,11,презадоволни,презадоволен,ADJ
UD-MTB,111,12,од,од,ADP
UD-MTB,111,13,присуството,присуство,NOUN
UD-MTB,111,14,на,на,ADP
UD-MTB,111,15,саемот,саем,NOUN
UD-MTB,111,16,.,.,PUNCT
UD-MTB,112,1,Таму,таму,ADV
UD-MTB,112,2,ја,ја,PRON
UD-MTB,112,3,оставивме,остави,VERB
UD-MTB,112,4,колата,кола,NOUN
UD-MTB,112,5,",",",",PUNCT
UD-MTB,112,6,а,а,CCONJ
UD-MTB,112,7,овде,овде,ADV
UD-MTB,112,8,ќе,ќе,AUX
UD-MTB,112,9,ја,ја,PRON
UD-MTB,112,10,подигнеме,подигне,VERB
UD-MTB,112,11,.,.,PUNCT
UD-MTB,113,1,Тие,тие,PRON
UD-MTB,113,2,секогаш,секогаш,ADV
UD-MTB,113,3,сакаат,сакам,VERB
UD-MTB,113,4,да,да,PART
UD-MTB,113,5,помогнат,помогна,VERB
UD-MTB,113,6,",",",",PUNCT
UD-MTB,113,7,а,а,CCONJ
UD-MTB,113,8,никогаш,никогаш,ADV
UD-MTB,113,9,не,не,PART
UD-MTB,113,10,успеваат,успевам,VERB
UD-MTB,113,11,во,во,ADP
UD-MTB,113,12,тоа,тоа,PRON
UD-MTB,113,13,.,.,PUNCT
UD-MTB,114,1,Сум,сум,AUX
UD-MTB,114,2,го,го,PRON
UD-MTB,114,3,гледал,гледа,VERB
UD-MTB,114,4,филмот,филм,NOUN
UD-MTB,114,5,",",",",PUNCT
UD-MTB,114,6,но,но,CCONJ
UD-MTB,114,7,сакам,сака,VERB
UD-MTB,114,8,да,да,PART
UD-MTB,114,9,го,го,PRON
UD-MTB,114,10,гледам,гледа,VERB
UD-MTB,114,11,пак,пак,ADV
UD-MTB,114,12,.,.,PUNCT
UD-MTB,115,1,Ви,ви,PRON
UD-MTB,115,2,се,се,PRON
UD-MTB,115,3,јавивме,јави,VERB
UD-MTB,115,4,",",",",PUNCT
UD-MTB,115,5,ама,ама,CCONJ
UD-MTB,115,6,не,не,PART
UD-MTB,115,7,дигнавте,дигне,VERB
UD-MTB,115,8,слушалка,слушалка,NOUN
UD-MTB,115,9,.,.,PUNCT
UD-MTB,116,1,Не,не,PART
UD-MTB,116,2,појадував,појадува,VERB
UD-MTB,116,3,",",",",PUNCT
UD-MTB,116,4,туку,туку,ADV
UD-MTB,116,5,право,право,ADV
UD-MTB,116,6,отидов,отиде,VERB
UD-MTB,116,7,на,на,ADP
UD-MTB,116,8,ручек,ручек,NOUN
UD-MTB,116,9,кај,кај,ADP
UD-MTB,116,10,моите,мој,DET
UD-MTB,116,11,.,.,PUNCT
UD-MTB,117,1,Не,не,PART
UD-MTB,117,2,ме,ме,PRON
UD-MTB,117,3,плаши,плаши,VERB
UD-MTB,117,4,",",",",PUNCT
UD-MTB,117,5,ами,ами,CCONJ
UD-MTB,117,6,ме,ме,PRON
UD-MTB,117,7,радува,радува,VERB
UD-MTB,117,8,тоа,тоа,DET
UD-MTB,117,9,што,што,SCONJ
UD-MTB,117,10,професорот,професор,NOUN
UD-MTB,117,11,бара,бара,VERB
UD-MTB,117,12,знаење,знаење,NOUN
UD-MTB,117,13,.,.,PUNCT
UD-MTB,118,1,Тие,тие,PRON
UD-MTB,118,2,се,се,PRON
UD-MTB,118,3,забавуваат,забавува,VERB
UD-MTB,118,4,",",",",PUNCT
UD-MTB,118,5,а,а,CCONJ
UD-MTB,118,6,ние,ние,PRON
UD-MTB,118,7,работиме,работи,VERB
UD-MTB,118,8,.,.,PUNCT
UD-MTB,119,1,Кој,кој,PRON
UD-MTB,119,2,не,не,PART
UD-MTB,119,3,сака,сака,VERB
UD-MTB,119,4,",",",",PUNCT
UD-MTB,119,5,нека,нека,PART
UD-MTB,119,6,не,не,PART
UD-MTB,119,7,доаѓа,доаѓа,VERB
UD-MTB,119,8,.,.,PUNCT
UD-MTB,120,1,На,на,ADP
UD-MTB,120,2,море,море,NOUN
UD-MTB,120,3,минатиот,минат,ADJ
UD-MTB,120,4,одмор,одмор,NOUN
UD-MTB,120,5,останавме,остана,VERB
UD-MTB,120,6,15,15,NUM
UD-MTB,120,7,дена,ден,NOUN
UD-MTB,120,8,",",",",PUNCT
UD-MTB,120,9,што,што,PRON
UD-MTB,120,10,беше,сум,AUX
UD-MTB,120,11,одлично,одличен,ADJ
UD-MTB,120,12,за,за,ADP
UD-MTB,120,13,децата,дете,NOUN
UD-MTB,120,14,.,.,PUNCT
UD-MTB,121,1,Кај,кај,ADP
UD-MTB,121,2,што,што,SCONJ
UD-MTB,121,3,има,има,VERB
UD-MTB,121,4,чад,чад,NOUN
UD-MTB,121,5,",",",",PUNCT
UD-MTB,121,6,има,има,VERB
UD-MTB,121,7,и,и,CCONJ
UD-MTB,121,8,оган,оган,NOUN
UD-MTB,121,9,.,.,PUNCT
UD-MTB,122,1,Не,не,PART
UD-MTB,122,2,планирав,планира,VERB
UD-MTB,122,3,да,да,PART
UD-MTB,122,4,ги,ги,PRON
UD-MTB,122,5,купам,купи,VERB
UD-MTB,122,6,.,.,PUNCT
UD-MTB,123,1,Јасно,јасно,ADV
UD-MTB,123,2,е,сум,AUX
UD-MTB,123,3,дека,дека,SCONJ
UD-MTB,123,4,сте,сум,AUX
UD-MTB,123,5,во,во,ADP
UD-MTB,123,6,право,право,NOUN
UD-MTB,123,7,.,.,PUNCT
UD-MTB,124,1,Не,не,PART
UD-MTB,124,2,нѐ,нѐ,PRON
UD-MTB,124,3,видоа,видe,VERB
UD-MTB,124,4,или,или,CCONJ
UD-MTB,124,5,не,не,PART
UD-MTB,124,6,сакаа,сака,VERB
UD-MTB,124,7,да,да,PART
UD-MTB,124,8,нѐ,нѐ,PRON
UD-MTB,124,9,видат,видe,VERB
UD-MTB,124,10,.,.,PUNCT
UD-MTB,125,1,Подготви,подготви,VERB
UD-MTB,125,2,се,се,PRON
UD-MTB,125,3,за,за,ADP
UD-MTB,125,4,утрешниот,утрешен,ADJ
UD-MTB,125,5,тест,тест,NOUN
UD-MTB,125,6,или,или,CCONJ
UD-MTB,125,7,ќе,ќе,AUX
UD-MTB,125,8,ти,ти,PRON
UD-MTB,125,9,биде,биде,AUX
UD-MTB,125,10,одземен,одземе,VERB
UD-MTB,125,11,компјутерот,компјутер,NOUN
UD-MTB,125,12,до,до,ADP
UD-MTB,125,13,крајот,крај,NOUN
UD-MTB,125,14,на,на,ADP
UD-MTB,125,15,учебната,учебен,ADJ
UD-MTB,125,16,година,година,NOUN
UD-MTB,125,17,.,.,PUNCT
UD-MTB,126,1,Ако,ако,SCONJ
UD-MTB,126,2,не,не,PART
UD-MTB,126,3,се,се,PRON
UD-MTB,126,4,подготвиш,подготви,VERB
UD-MTB,126,5,за,за,ADP
UD-MTB,126,6,утрешниот,утрешен,ADJ
UD-MTB,126,7,тест,тест,NOUN
UD-MTB,126,8,",",",",PUNCT
UD-MTB,126,9,ќе,ќе,AUX
UD-MTB,126,10,ти,ти,PRON
UD-MTB,126,11,биде,биде,AUX
UD-MTB,126,12,одземен,одземе,VERB
UD-MTB,126,13,компјутерот,компјутер,NOUN
UD-MTB,126,14,до,до,ADP
UD-MTB,126,15,крајот,крај,NOUN
UD-MTB,126,16,на,на,ADP
UD-MTB,126,17,учебната,учебен,ADJ
UD-MTB,126,18,година,година,NOUN
UD-MTB,126,19,.,.,PUNCT
UD-MTB,127,1,Луѓето,луѓе,NOUN
UD-MTB,127,2,на,на,ADP
UD-MTB,127,3,плажата,плажа,NOUN
UD-MTB,127,4,се,се,PRON
UD-MTB,127,5,сончаа,сонча,VERB
UD-MTB,127,6,или,или,CCONJ
UD-MTB,127,7,играа,игра,VERB
UD-MTB,127,8,одбојка,одбојка,NOUN
UD-MTB,127,9,.,.,PUNCT
UD-MTB,128,1,Непобедливиот,непобедлив,NOUN
UD-MTB,128,2,беше,сум,AUX
UD-MTB,128,3,совладан,совлада,VERB
UD-MTB,128,4,или,или,CCONJ
UD-MTB,128,5,кралот,крал,NOUN
UD-MTB,128,6,на,на,ADP
UD-MTB,128,7,боксот,бокс,NOUN
UD-MTB,128,8,абдицира,абдицира,VERB
UD-MTB,128,9,.,.,PUNCT
UD-MTB,129,1,Го,го,PRON
UD-MTB,129,2,посматрав,посматра,VERB
UD-MTB,129,3,како,како,ADV
UD-MTB,129,4,заспива,заспива,VERB
UD-MTB,129,5,.,.,PUNCT
UD-MTB,130,1,Ниту,ниту,CCONJ
UD-MTB,130,2,дојде,дојде,VERB
UD-MTB,130,3,ниту,ниту,CCONJ
UD-MTB,130,4,се,се,PRON
UD-MTB,130,5,јави,јави,VERB
UD-MTB,130,6,.,.,PUNCT
UD-MTB,131,1,Ниту,ниту,CCONJ
UD-MTB,131,2,знам,знам,VERB
UD-MTB,131,3,ниту,ниту,CCONJ
UD-MTB,131,4,ме,ме,PRON
UD-MTB,131,5,интересира,интересира,VERB
UD-MTB,131,6,.,.,PUNCT
UD-MTB,132,1,Сакам,сака,VERB
UD-MTB,132,2,сладолед,сладолед,NOUN
UD-MTB,132,3,каков,каков,DET
UD-MTB,132,4,што,што,SCONJ
UD-MTB,132,5,јаде,јаде,VERB
UD-MTB,132,6,она,она,DET
UD-MTB,132,7,дете,дете,NOUN
UD-MTB,132,8,.,.,PUNCT
UD-MTB,133,1,Заработуваме,заработува,VERB
UD-MTB,133,2,толку,толку,ADV
UD-MTB,133,3,колку,колку,ADV
UD-MTB,133,4,што,што,PRON
UD-MTB,133,5,можеме,може,VERB
UD-MTB,133,6,.,.,PUNCT
UD-MTB,134,1,Ќе,ќе,AUX
UD-MTB,134,2,ти,ти,PRON
UD-MTB,134,3,дадам,даде,VERB
UD-MTB,134,4,сè,сè,PRON
UD-MTB,134,5,што,што,SCONJ
UD-MTB,134,6,ќе,ќе,AUX
UD-MTB,134,7,посакаш,посака,VERB
UD-MTB,134,8,.,.,PUNCT
UD-MTB,135,1,Не,не,PART
UD-MTB,135,2,ни,ни,PRON
UD-MTB,135,3,се,се,PRON
UD-MTB,135,4,јавија,јави,VERB
UD-MTB,135,5,",",",",PUNCT
UD-MTB,135,6,значи,значи,VERB
UD-MTB,135,7,нема,нема,VERB
UD-MTB,135,8,да,да,PART
UD-MTB,135,9,дојдат,дојде,VERB
UD-MTB,135,10,.,.,PUNCT
UD-MTB,136,1,И,и,CCONJ
UD-MTB,136,2,се,се,PRON
UD-MTB,136,3,најадов,најаде,VERB
UD-MTB,136,4,и,и,CCONJ
UD-MTB,136,5,се,се,PRON
UD-MTB,136,6,одморив,одмори,VERB
UD-MTB,136,7,.,.,PUNCT
UD-MTB,137,1,Тој,тој,PRON
UD-MTB,137,2,што,што,SCONJ
UD-MTB,137,3,ги,ги,PRON
UD-MTB,137,4,оставил,остави,VERB
UD-MTB,137,5,работиве,работа,NOUN
UD-MTB,137,6,овде,овде,ADV
UD-MTB,137,7,ќе,ќе,AUX
UD-MTB,137,8,биде,биде,AUX
UD-MTB,137,9,казнет,казни,VERB
UD-MTB,137,10,.,.,PUNCT
UD-MTB,138,1,Вчера,вчера,ADV
UD-MTB,138,2,имав,има,VERB
UD-MTB,138,3,слободно,слободен,ADJ
UD-MTB,138,4,време,време,NOUN
UD-MTB,138,5,за,за,ADP
UD-MTB,138,6,два,два,NUM
UD-MTB,138,7,играни,игран,ADJ
UD-MTB,138,8,филма,филм,NOUN
UD-MTB,138,9,",",",",PUNCT
UD-MTB,138,10,што,што,SCONJ
UD-MTB,138,11,ми,ми,PRON
UD-MTB,138,12,се,се,PRON
UD-MTB,138,13,нема,нема,AUX
UD-MTB,138,14,случено,случи,VERB
UD-MTB,138,15,во,во,ADP
UD-MTB,138,16,последниве,последен,ADJ
UD-MTB,138,17,неколку,неколку,NUM
UD-MTB,138,18,месеци,месец,NOUN
UD-MTB,138,19,.,.,PUNCT
UD-MTB,139,1,Тие,тие,PRON
UD-MTB,139,2,што,што,SCONJ
UD-MTB,139,3,ќе,ќе,AUX
UD-MTB,139,4,стигнат,стигне,VERB
UD-MTB,139,5,по,по,ADP
UD-MTB,139,6,почетокот,почеток,NOUN
UD-MTB,139,7,на,на,ADP
UD-MTB,139,8,претставата,претстава,NOUN
UD-MTB,139,9,ќе,ќе,AUX
UD-MTB,139,10,почекаат,почека,VERB
UD-MTB,139,11,пред,пред,ADP
UD-MTB,139,12,врата,врата,NOUN
UD-MTB,139,13,до,до,ADP
UD-MTB,139,14,првата,прва,ADJ
UD-MTB,139,15,пауза,пауза,NOUN
UD-MTB,139,16,.,.,PUNCT
UD-MTB,140,1,Таа,таа,PRON
UD-MTB,140,2,може,може,VERB
UD-MTB,140,3,да,да,PART
UD-MTB,140,4,дојде,дојде,VERB
UD-MTB,140,5,или,или,CCONJ
UD-MTB,140,6,да,да,PART
UD-MTB,140,7,не,не,PART
UD-MTB,140,8,дојде,дојде,VERB
UD-MTB,140,9,.,.,PUNCT
UD-MTB,141,1,Сѐ,сѐ,PRON
UD-MTB,141,2,е,сум,AUX
UD-MTB,141,3,добро,добро,ADV
UD-MTB,141,4,",",",",PUNCT
UD-MTB,141,5,единствено,единствено,ADV
UD-MTB,141,6,што,што,SCONJ
UD-MTB,141,7,не,не,PART
UD-MTB,141,8,дојде,дојде,VERB
UD-MTB,141,9,Марко,марко,PROPN
UD-MTB,141,10,.,.,PUNCT
UD-MTB,142,1,А,а,CCONJ
UD-MTB,142,2,легна,легна,VERB
UD-MTB,142,3,а,а,CCONJ
UD-MTB,142,4,заспа,заспа,VERB
UD-MTB,142,5,.,.,PUNCT
UD-MTB,143,1,Ја,ја,CCONJ
UD-MTB,143,2,купи,купи,VERB
UD-MTB,143,3,го,го,PRON
UD-MTB,143,4,зелениот,зелен,ADJ
UD-MTB,143,5,",",",",PUNCT
UD-MTB,143,6,ја,ја,CCONJ
UD-MTB,143,7,купи,купи,VERB
UD-MTB,143,8,го,го,PRON
UD-MTB,143,9,црвениот,црвен,ADJ
UD-MTB,143,10,-,-,PUNCT
UD-MTB,143,11,мене,мене,PRON
UD-MTB,143,12,ми,ми,PRON
UD-MTB,143,13,е,сум,AUX
UD-MTB,143,14,сеедно,сеедно,ADV
UD-MTB,143,15,.,.,PUNCT
UD-MTB,144,1,Натпреварот,натпревар,NOUN
UD-MTB,144,2,што,што,PRON
UD-MTB,144,3,го,го,PRON
UD-MTB,144,4,гледав,гледа,VERB
UD-MTB,144,5,вчера,вчера,ADV
UD-MTB,144,6,ме,ме,PRON
UD-MTB,144,7,воодушеви,воодушеви,VERB
UD-MTB,144,8,.,.,PUNCT
UD-MTB,145,1,Натпреварот,натпревар,NOUN
UD-MTB,145,2,што,што,SCONJ
UD-MTB,145,3,го,го,PRON
UD-MTB,145,4,гледав,гледа,VERB
UD-MTB,145,5,како,како,ADP
UD-MTB,145,6,снимка,снимка,NOUN
UD-MTB,145,7,ме,ме,PRON
UD-MTB,145,8,воодушеви,воодушеви,VERB
UD-MTB,145,9,.,.,PUNCT
UD-MTB,146,1,Сонцето,сонце,NOUN
UD-MTB,146,2,час,час,CCONJ
UD-MTB,146,3,ќе,ќе,AUX
UD-MTB,146,4,се,се,PRON
UD-MTB,146,5,појавеше,појави,VERB
UD-MTB,146,6,час,час,CCONJ
UD-MTB,146,7,ќе,ќе,AUX
UD-MTB,146,8,се,се,PRON
UD-MTB,146,9,скриеше,скрие,VERB
UD-MTB,146,10,зад,зад,ADP
UD-MTB,146,11,облаците,облак,NOUN
UD-MTB,146,12,.,.,PUNCT
