PAPER ID,TITLE,DISCIPLINE,PAPER TYPE,STUDENT LEVEL,SEX,NATIVENESS,TEXTUAL FEATURES
ENG.G0.49.2,"The Officer, Solness, and the Dionysian Man",English,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
ENG.G0.49.3,"This Man Loved Earth, Not Heaven, Enough to Die",English,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
ENG.G0.51.1,Rejecting Colonial Memory,English,Argumentative Essay,Final Year Undergraduate,Male,NS,Reference to sources
ENG.G0.52.1,Deborah and the Degradation of Israel,English,Argumentative Essay,Final Year Undergraduate,Female,NS, 
ENG.G0.53.1,Carwin and the Imp of the Perverse,English,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
ENG.G0.55.1,Self Destruction in Kindred,English,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
ENG.G0.55.2,Illustrations in Persepolis,English,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
ENG.G1.02.1,Seeing Selves in Troilus and Cressida,English,Argumentative Essay,First Year Graduate,Male,NS,Reference to sources
ENG.G1.03.1,Theorizing the Analysand Desire,English,Argumentative Essay,First Year Graduate,Female,NS,Reference to sources
ENG.G1.04.1,Sports Literacy and Rhetoric as Power,English,Argumentative Essay,First Year Graduate,Female,NS,"Definitions,  Reference to sources"
ENG.G1.05.1,Yeats and Spenser,English,Argumentative Essay,First Year Graduate,Female,NS,Reference to sources
ENG.G2.01.1,Messianic Masochism in H. Rider Haggard,English,Argumentative Essay,Second Year Graduate,Male,NS, 
ENG.G2.02.1,Dramatic Adaptations: Jewish Identity and Narrative Form in The Island Within,English,Argumentative Essay,Second Year Graduate,Male,NS, 
ENG.G2.02.2,'City Troubles': Miss Lonelyhearts and the Publicized Privacy of Urban Space,English,Argumentative Essay,Second Year Graduate,Male,NS,Reference to sources
ENG.G2.03.1,Domesticity in Cold War Black Fiction on the Left,English,Argumentative Essay,Second Year Graduate,Female,NS,Reference to sources
ENG.G2.04.1,Augusta Webster Paper,English,Argumentative Essay,Second Year Graduate,Female,NS,Reference to sources
ENG.G3.04.1,Creative Multivalence: Social Engagement in Gwendolyn Brooks's 'Maud Martha',English,Argumentative Essay,Third Year Graduate,Female,NS,Reference to sources
ENG.G0.06.1,My Life Is Not a Movie Starring Michelle Pfeiffer or Hilary Swank,English,Creative Writing,Final Year Undergraduate,Female,NS, 
ENG.G0.26.1,Autoethnography,English,Creative Writing,Final Year Undergraduate,Female,NS,Reference to sources
ENG.G0.38.3,Return to Suomi,English,Creative Writing,Final Year Undergraduate,Female,NS, 
ENG.G0.30.1,SIgnificance of Menstruation in Joyce's Ulysses,English,Critique/Evaluation,Final Year Undergraduate,Female,NS, 
ENG.G0.41.2,"Seasons, Ages, Cycles: All As You Like It",English,Critique/Evaluation,Final Year Undergraduate,Male,NS,Reference to sources
ENG.G0.48.1,Creative Exercise in Style and Content,English,Critique/Evaluation,Final Year Undergraduate,Female,NS,Reference to sources
ENG.G2.05.1,St. Alban and English Exemplarity,English,Critique/Evaluation,Second Year Graduate,Male,NS,Reference to sources
ENG.G3.03.1,Into the Light: Avedon's Images of Inmates,English,Critique/Evaluation,Third Year Graduate,Female,NS,Reference to sources
ENG.G0.01.1,Woolf's Women,English,Report,Final Year Undergraduate,Female,NS,Reference to sources
ENG.G0.01.2,Douglas's Declaration,English,Report,Final Year Undergraduate,Female,NS,Reference to sources
ENG.G0.10.1,Close Reading Paper: The Tempest (4.1.146-163),English,Report,Final Year Undergraduate,Male,NS, 
ENG.G0.13.2,Abraham Drafted to Team Galatians,English,Report,Final Year Undergraduate,Female,NS, 
ENG.G0.16.1,Humans and Animals in the Book of Genesis,English,Report,Final Year Undergraduate,Male,NS,"Definitions,  Reference to sources"
ENG.G0.17.2,"Survival in Auschwitz: Irony, Reality, and Power",English,Report,Final Year Undergraduate,Male,NS,Reference to sources
ENG.G0.19.1,A compare and contrast paper using two texts from a Science Fiction course,English,Report,Final Year Undergraduate,Female,NS, 
ENG.G0.22.2,"Chaucer's ""The Franklin's Tale"" and Boccaccio's Il Filocolo",English,Report,Final Year Undergraduate,Female,NS,Reference to sources
ENG.G0.31.1,"Cursed Inheritances in Go Down, Moses",English,Report,Final Year Undergraduate,Female,NS,Reference to sources
ENG.G0.31.2,Jack Zipes and Fairy Tales,English,Report,Final Year Undergraduate,Female,NS,"Definitions,  Reference to sources"
ENG.G0.33.1,Limited Recovery: Trauma in Obejas' Cuban America,English,Report,Final Year Undergraduate,Male,NS, 
ENG.G0.34.2,The Words of Love Between Us: The Covenant in Hosea,English,Report,Final Year Undergraduate,Male,NS,Reference to sources
ENG.G0.34.3,Names of God and Man,English,Report,Final Year Undergraduate,Male,NS,Reference to sources
ENG.G0.36.1,Stephen's Deconstruction of Himself in Ulysses,English,Report,Final Year Undergraduate,Male,NS,Reference to sources
ENG.G0.42.1,Perspectives on the English Revolution,English,Report,Final Year Undergraduate,Female,NS, 
ENG.G0.43.2,Defining Wild Nature,English,Report,Final Year Undergraduate,Female,NS,"Definitions,  Reference to sources"
ENG.G0.50.1,Rosamond Vincy and the Real Sphere,English,Report,Final Year Undergraduate,Female,NS,Reference to sources
ENG.G0.54.1,Analysis of T.C. Boyle's A Friend of the Earth,English,Report,Final Year Undergraduate,Female,NS, 
ENG.G1.01.1,Clarissa Consumed,English,Report,First Year Graduate,Female,NS,Reference to sources
ENG.G1.07.1,Categorical Entanglement ,English,Report,First Year Graduate,Female,NS,Reference to sources
ENG.G2.06.1,Jews in the New York Harbor,English,Report,Second Year Graduate,Male,NS,"Literature review section,  Reference to sources"
ENG.G2.07.1,Pedagogical genres,English,Report,Second Year Graduate,Female,NS,Reference to sources
ENG.G0.38.1,Roman Polanski's Macbeth,English,Response Paper,Final Year Undergraduate,Female,NS, 
ENG.G0.38.2,Julie Taymor's Titus,English,Response Paper,Final Year Undergraduate,Female,NS, 
CLS.G0.02.1,Augustine Anatomized ,History & Classical Studies,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
CLS.G0.04.2,Analysis of the Oresteia,History & Classical Studies,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
CLS.G0.06.1,Analysis of the Parthenon Frieze,History & Classical Studies,Argumentative Essay,Final Year Undergraduate,Female,NS, 
CLS.G1.01.1,Plato and Hellenistic Poetics:  A Study of Narratological Framing,History & Classical Studies,Argumentative Essay,First Year Graduate,Male,NS,Reference to sources
CLS.G1.04.1,The Bellum Hispaniense as a Face of Battle Narrative,History & Classical Studies,Argumentative Essay,First Year Graduate,Male,NS,Reference to sources
CLS.G2.01.1,The Nightmare of Arcady,History & Classical Studies,Argumentative Essay,Second Year Graduate,Male,NS,Reference to sources
CLS.G2.02.1,Platonic Thought in Book I of Livy's Ab Urbe Condita,History & Classical Studies,Argumentative Essay,Second Year Graduate,Male,NS,Reference to sources
CLS.G3.01.1,"""Corpse Demons"" in Ancient Greek Magic",History & Classical Studies,Argumentative Essay,Third Year Graduate,Female,NS,"Tables, graphs or figures,  Reference to sources"
HIS.G0.03.1,Smith and Malthus,History & Classical Studies,Argumentative Essay,Final Year Undergraduate,Male,NS,Reference to sources
HIS.G0.03.2,History as a Philosophic Domain,History & Classical Studies,Argumentative Essay,Final Year Undergraduate,Male,NS,Reference to sources
HIS.G0.04.1,'Arrowsmith' Book Report,History & Classical Studies,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
HIS.G1.01.1,New Social History,History & Classical Studies,Argumentative Essay,First Year Graduate,Female,NS, 
HIS.G1.03.1,Sex Education in East and West Germany,History & Classical Studies,Argumentative Essay,First Year Graduate,Male,NS,Reference to sources
HIS.G2.04.1,Chechen War Imaginary,History & Classical Studies,Argumentative Essay,Second Year Graduate,Male,NS,"Definitions,  Reference to sources"
HIS.G2.05.1,Medieval pilgrimage guides,History & Classical Studies,Argumentative Essay,Second Year Graduate,Female,NS,Reference to sources
HIS.G1.05.2,Microhistory Review,History & Classical Studies,Critique/Evaluation,First Year Graduate,Female,NS,Reference to sources
CLS.G0.01.1,Comparison of Persian and Assyrian Kings,History & Classical Studies,Report,Final Year Undergraduate,Female,NS,Reference to sources
CLS.G0.03.1,Regarding the Public Image of the Emperor Augustus,History & Classical Studies,Report,Final Year Undergraduate,Male,NS, 
CLS.G0.05.1,The Importance of Germanicus to the Roman Empire,History & Classical Studies,Report,Final Year Undergraduate,Female,NS, 
CLS.G1.02.1,"Academic Ambitions: Cicero, the Persona of the Philosopher, and Roman Elite Status",History & Classical Studies,Report,First Year Graduate,Male,NS,Reference to sources
CLS.G1.03.1,"The Role of Roman manus Marriage in the Institution of Classical ""Free"" Marriage",History & Classical Studies,Report,First Year Graduate,Female,NS,Reference to sources
HIS.G0.01.1,Unless the Lord Build the House,History & Classical Studies,Report,Final Year Undergraduate,Male,NS, 
HIS.G0.02.1,Early 20th century Britain,History & Classical Studies,Report,Final Year Undergraduate,Female,NS,Reference to sources
HIS.G0.02.2,Engaging with Documents,History & Classical Studies,Report,Final Year Undergraduate,Female,NS,Reference to sources
HIS.G1.02.1,Joan Scott's 'Gender' in 2007,History & Classical Studies,Report,First Year Graduate,Female,NS, 
HIS.G1.05.1,Trickster Travels Review,History & Classical Studies,Report,First Year Graduate,Female,NS,Reference to sources
HIS.G1.06.1,Review of Jon T. Coleman's Vicious,History & Classical Studies,Report,First Year Graduate,Female,NS, 
HIS.G1.07.1,Marxist Historical Analysis,History & Classical Studies,Report,First Year Graduate,Male,NS,Reference to sources
HIS.G1.07.2,Capitalism as a Historical Agent,History & Classical Studies,Report,First Year Graduate,Male,NS, 
HIS.G1.08.1,Diaspora and Nation,History & Classical Studies,Report,First Year Graduate,Male,NS,"Literature review section,  Reference to sources"
HIS.G1.09.1,A Battle to Remember? Arrian's Ectaxis contra Alanos,History & Classical Studies,Report,First Year Graduate,Male,NS,"Literature review section,  Reference to sources"
HIS.G2.01.1,"Crime, Criminal Justice Policy and Space",History & Classical Studies,Report,Second Year Graduate,Male,NS,"Problem-solution pattern,  Reference to sources"
HIS.G2.02.1,Whiteness Studies in Labor History,History & Classical Studies,Report,Second Year Graduate,Male,NS,Reference to sources
HIS.G2.03.2,Black Women and Performance book review,History & Classical Studies,Report,Second Year Graduate,Female,NS,Reference to sources
HIS.G3.01.1,A Gendered Reading of B.R. Ambedkar's Writings and Speeches,History & Classical Studies,Report,Third Year Graduate,Female,NS,Reference to sources
HIS.G3.02.1,Technology in the Indian Ocean,History & Classical Studies,Report,Third Year Graduate,Female,NS,"Tables, graphs or figures,  Reference to sources"
CLS.G0.04.1,Circe's portrayal as a witch in the Odyssey ,History & Classical Studies,Response Paper,Final Year Undergraduate,Female,NS, 
HIS.G2.03.1,Black feminism response paper,History & Classical Studies,Response Paper,Second Year Graduate,Female,NS, 
IOE.G2.02.2,Convergence of Simulation-Based Policy Iteration,Industrial & Operations Engineering,Argumentative Essay,Second Year Graduate,Male,NS, 
IOE.G0.03.1,Molding Temperature Analysis for Liquid Rubber Supplier ,Industrial & Operations Engineering,Critique/Evaluation,Final Year Undergraduate,Male,NS,"Problem-solution pattern,  Tables, graphs or figures"
IOE.G0.03.2,Assembly Tolerance Analysis for BBM ,Industrial & Operations Engineering,Critique/Evaluation,Final Year Undergraduate,Male,NS,"Discussion of results section,  Methodology section,  Problem-solution pattern,  Tables, graphs or figures"
IOE.G0.09.1,Final Report of E-Dining's New Shipping/Packing Process and Retail Store Layout,Industrial & Operations Engineering,Critique/Evaluation,Final Year Undergraduate,Male,NS,"Tables, graphs or figures"
IOE.G2.01.3,Managing Change,Industrial & Operations Engineering,Critique/Evaluation,Second Year Graduate,Male,NS,Reference to sources
IOE.G2.04.2,Memo - Project Debriefing,Industrial & Operations Engineering,Critique/Evaluation,Second Year Graduate,Female,NS,Discussion of results section
IOE.G0.01.1,Improving Process Flow in The Oasis and Integrating a New Deli,Industrial & Operations Engineering,Proposal,Final Year Undergraduate,Female,NS,"Methodology section,  Discussion of results section"
IOE.G0.04.1,Final Report for the Emergency Department Front End Study to Improve Patient Privacy and Patient and Visitor Flow,Industrial & Operations Engineering,Proposal,Final Year Undergraduate,Female,NS,"Methodology section,  Tables, graphs or figures,  Discussion of results section,  Reference to sources"
IOE.G0.08.1,E-Dining Expansion Project Proposal,Industrial & Operations Engineering,Proposal,Final Year Undergraduate,Male,NS,Problem-solution pattern
IOE.G0.11.1,Improving Tuttle Springs Operations,Industrial & Operations Engineering,Proposal,Final Year Undergraduate,Female,NS, 
IOE.G0.06.1,External Analysis of the National Society of Black Engineers,Industrial & Operations Engineering,Report,Final Year Undergraduate,Male,NS,"Tables, graphs or figures"
IOE.G0.07.1,Honda Facility Location Analysis,Industrial & Operations Engineering,Report,Final Year Undergraduate,Male,NS,"Discussion of results section,  Tables, graphs or figures,  Reference to sources"
IOE.G0.13.1,Developing a Student Transportation Plan in Downtown Detroit,Industrial & Operations Engineering,Report,Final Year Undergraduate,Male,NS,"Tables, graphs or figures"
IOE.G1.03.1,Changing the Game: Representing Innovation Through Football,Industrial & Operations Engineering,Report,First Year Graduate,Male,NS,Reference to sources
IOE.G2.01.2,Organizations as Cultures ,Industrial & Operations Engineering,Report,Second Year Graduate,Male,NS,"Tables, graphs or figures,  Reference to sources"
IOE.G2.02.1,"Review of Zheng: Optimality of (S,s) Policies",Industrial & Operations Engineering,Report,Second Year Graduate,Male,NS, 
IOE.G3.03.1,Policy Recommendations for Plug-In Hybrid Vehicles,Industrial & Operations Engineering,Report,Third Year Graduate,Male,NS,"Abstract,  Tables, graphs or figures,  Reference to sources"
IOE.G0.02.1,Speedometer Design Parameters,Industrial & Operations Engineering,Research Paper,Final Year Undergraduate,Male,NS,"Tables, graphs or figures,  Discussion of results section,  Methodology section,  Problem-solution pattern"
IOE.G0.05.1,The Importance of Anthropometric Data in Product Design,Industrial & Operations Engineering,Research Paper,Final Year Undergraduate,Female,NS,"Definitions,  Methodology section,  Discussion of results section,  Tables, graphs or figures,  Reference to sources"
IOE.G0.10.1,Rubberland Liquid Rubber Failure Analysis,Industrial & Operations Engineering,Research Paper,Final Year Undergraduate,Female,NS,"Tables, graphs or figures,  Methodology section,  Definitions,  Discussion of results section,  Reference to sources"
IOE.G1.01.1,Work Methods Analysis for Bagel Preparation ,Industrial & Operations Engineering,Research Paper,First Year Graduate,Male,NS,"Tables, graphs or figures,  Methodology section,  Problem-solution pattern,  Discussion of results section"
IOE.G1.07.1,Supplemental Orders Analysis for Materiel Services Center,Industrial & Operations Engineering,Research Paper,First Year Graduate,Female,NS,"Abstract,  Methodology section,  Discussion of results section,  Tables, graphs or figures,  Reference to sources"
IOE.G1.08.1,Investigation of MP3 Compression Quality,Industrial & Operations Engineering,Research Paper,First Year Graduate,Male,NS,"Abstract,  Methodology section,  Discussion of results section,  Tables, graphs or figures,  Reference to sources"
IOE.G2.01.1,Parameter Optimization of High-Fidelity Simulation Using DOE and Response Surface Methods,Industrial & Operations Engineering,Research Paper,Second Year Graduate,Male,NS,"Methodology section,  Discussion of results section,  Tables, graphs or figures,  Reference to sources"
IOE.G2.03.1,Large Scale Optimization Project,Industrial & Operations Engineering,Research Paper,Second Year Graduate,Female,NS,"Discussion of results section,  Problem-solution pattern,  Tables, graphs or figures"
IOE.G3.01.1,Water Utility Efficiency Assessment Using a Data Envelopment Analysis ,Industrial & Operations Engineering,Research Paper,Third Year Graduate,Male,NS,"Abstract,  Tables, graphs or figures,  Discussion of results section,  Methodology section,  Problem-solution pattern,  Reference to sources"
IOE.G2.02.3,Optimality of Randomized Trunk Reservation,Industrial & Operations Engineering,Response Paper,Second Year Graduate,Male,NS, 
LIN.G0.02.1,Individual Colonies: Dialect Acquisition in Immigrants ,Linguistics,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
LIN.G0.12.1,National Identity and Language Education Policy,Linguistics,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
LIN.G1.02.1,Division of Labor,Linguistics,Argumentative Essay,First Year Graduate,Male,NS,"Problem-solution pattern,  Reference to sources"
LIN.G1.03.1,A Discussion of the VP-External and VP-Internal Subjects Hypotheses,Linguistics,Argumentative Essay,First Year Graduate,Male,NS,"Tables, graphs or figures,  Reference to sources"
LIN.G0.11.1,Review of Muniz: Ebonics And Tex-Mex - English By Any Other Name,Linguistics,Critique/Evaluation,Final Year Undergraduate,Female,NS, 
LIN.G1.06.4,Critique of Landau's Explanation of Super-Equi,Linguistics,Critique/Evaluation,First Year Graduate,Female,NS, 
LIN.G2.02.1,Meng- and Wh- Movement in Malay / Indonesian: Review of Cole & Hermon 1998,Linguistics,Critique/Evaluation,Second Year Graduate,Female,NS,"Tables, graphs or figures,  Reference to sources"
LIN.G0.01.2,Language Lesson Plan,Linguistics,Proposal,Final Year Undergraduate,Female,NS,"Tables, graphs or figures"
LIN.G0.10.1,Assignment 2: ESL Lesson Plan,Linguistics,Proposal,Final Year Undergraduate,Female,NS, 
LIN.G1.06.2,Perceptions of Speaker in Computer-Mediated Communication,Linguistics,Proposal,First Year Graduate,Female,NS, 
LIN.G0.05.1,The Genre Set for Synchronized Swimmers: A Discourse Analysis at Michigan,Linguistics,Report,Final Year Undergraduate,Female,NS, 
LIN.G0.06.1,Distinctive Features of Indo-Pakistani English,Linguistics,Report,Final Year Undergraduate,Male,NS,Reference to sources
LIN.G0.06.3,Using Limericks in English Language Teaching,Linguistics,Report,Final Year Undergraduate,Male,NS, 
LIN.G0.07.2,Age and Input: Which is More Important in Language Learning?,Linguistics,Report,Final Year Undergraduate,Female,NS,"Problem-solution pattern,  Reference to sources"
LIN.G0.07.3,Morphological Deficits in Children with Specific Language Impairment,Linguistics,Report,Final Year Undergraduate,Female,NS,Reference to sources
LIN.G0.09.1,Writing About Portrait Paintings: A Discourse Analysis,Linguistics,Report,Final Year Undergraduate,Female,NS,Reference to sources
LIN.G0.13.1,Narrative Initiation in Personal Versus Co-Constructed Narratives,Linguistics,Report,Final Year Undergraduate,Female,NS,"Literature review section,  Reference to sources"
LIN.G1.02.2,Give Me a Break!  The English Double Object Construction,Linguistics,Report,First Year Graduate,Male,NS,"Tables, graphs or figures,  Reference to sources"
LIN.G1.06.3,Variation in Existential Constructions,Linguistics,Report,First Year Graduate,Female,NS,Reference to sources
LIN.G0.01.1,Interlanguage Analysis Project,Linguistics,Research Paper,Final Year Undergraduate,Female,NS,"Methodology section,  Discussion of results section"
LIN.G0.03.1,"Attitudes towards and Frequency of Multiple Hedging in Written Academic
                    English",Linguistics,Research Paper,Final Year Undergraduate,Female,NS,"Methodology section,  Definitions,  Discussion of results section,  Literature review section,  Reference to sources"
LIN.G0.07.1,Announcements of Self-Repair in Micase: an Analysis,Linguistics,Research Paper,Final Year Undergraduate,Female,NS,"Methodology section,  Tables, graphs or figures,  Discussion of results section,  Reference to sources"
LIN.G0.08.1,Nicaraguan Sign Language: The Role of Adult Input in the Formation and Development of a Unique Creole,Linguistics,Research Paper,Final Year Undergraduate,Female,NS,"Abstract,  Discussion of results section,  Literature review section,  Reference to sources"
LIN.G0.10.2,The Distribution of Anaphoric 'So' in Micase,Linguistics,Research Paper,Final Year Undergraduate,Female,NS,"Methodology section,  Tables, graphs or figures,  Discussion of results section,  Reference to sources"
LIN.G1.01.1,Recognizing Textual Entailment With a Modified BLEU Algorithm,Linguistics,Research Paper,First Year Graduate,Male,NS,"Abstract,  Tables, graphs or figures,  Discussion of results section,  Methodology section,  Definitions,  Problem-solution pattern,  Reference to sources"
LIN.G1.01.2,An Analysis of Vowel Variation in Vlach,Linguistics,Research Paper,First Year Graduate,Male,NS,"Methodology section,  Discussion of results section,  Tables, graphs or figures"
LIN.G1.01.3,"Vlach Affricates, Stops, and Fricatives",Linguistics,Research Paper,First Year Graduate,Male,NS,"Methodology section,  Discussion of results section,  Tables, graphs or figures"
LIN.G1.01.4,Vlach Stress,Linguistics,Research Paper,First Year Graduate,Male,NS,"Methodology section,  Discussion of results section,  Tables, graphs or figures"
LIN.G1.01.5,The Role of Pitch in the Perception of Vlach Stressed Syllables,Linguistics,Research Paper,First Year Graduate,Male,NS,"Methodology section,  Discussion of results section,  Tables, graphs or figures"
LIN.G1.05.1,Stress in Hawaiian,Linguistics,Research Paper,First Year Graduate,Male,NS,"Tables, graphs or figures,  Problem-solution pattern,  Discussion of results section,  Literature review section,  Reference to sources"
LIN.G1.06.1,German Fricatives,Linguistics,Research Paper,First Year Graduate,Female,NS,"Methodology section,  Discussion of results section,  Tables, graphs or figures"
LIN.G2.03.1,A CVX theory of Dutch Syllable Structure,Linguistics,Research Paper,Second Year Graduate,Male,NS,"Abstract,  Tables, graphs or figures,  Discussion of results section,  Methodology section,  Problem-solution pattern,  Literature review section,  Reference to sources"
LIN.G0.06.2,A Short Critique of Urdu Teaching Materials,Linguistics,Response Paper,Final Year Undergraduate,Male,NS, 
LIN.G0.14.1,My Service Learning Experience,Linguistics,Response Paper,Final Year Undergraduate,Female,NS, 
MEC.G0.03.1,Manufacturing System Design for a Car Assembly Process,Mechanical Engineering,Proposal,Final Year Undergraduate,Male,NS,"Abstract,  Methodology section,  Tables, graphs or figures"
MEC.G0.06.1,Safety Shield Test Fixture,Mechanical Engineering,Report,Final Year Undergraduate,Male,NS,"Abstract,  Methodology section,  Discussion of results section,  Tables, graphs or figures,  Reference to sources"
MEC.G0.08.4,2D Flow through Channel with Step for 6 k-epsilon Models in Fluent,Mechanical Engineering,Report,Final Year Undergraduate,Male,NS,"Methodology section,  Discussion of results section,  Tables, graphs or figures"
MEC.G0.11.1,ME395 - Aluminum Toughness Testing Lab Report,Mechanical Engineering,Report,Final Year Undergraduate,Female,NS,"Methodology section,  Discussion of results section,  Tables, graphs or figures,  Reference to sources"
MEC.G0.12.1,Attitude Control Report,Mechanical Engineering,Report,Final Year Undergraduate,Female,NS,"Tables, graphs or figures"
MEC.G1.03.1,Detection and Avoidance of Pedestrians: Literature Review,Mechanical Engineering,Report,First Year Graduate,Female,NS,"Problem-solution pattern,  Reference to sources"
MEC.G1.08.1,Multiphase Flow Final Project,Mechanical Engineering,Report,First Year Graduate,Female,NS,"Tables, graphs or figures,  Problem-solution pattern,  Discussion of results section,  Reference to sources"
MEC.G3.02.1,A Pressure Dependent Plasticity Model of Nitinol,Mechanical Engineering,Report,Third Year Graduate,Male,NS,"Tables, graphs or figures,  Methodology section,  Problem-solution pattern,  Discussion of results section,  Reference to sources"
MEC.G0.02.1,Report on Vapor Compression Cycle Training Cart Testing,Mechanical Engineering,Research Paper,Final Year Undergraduate,Male,NS,"Methodology section,  Problem-solution pattern,  Discussion of results section,  Reference to sources"
MEC.G0.04.1,Thermoelectric Waste Heat Recovery for a Toyota Prius,Mechanical Engineering,Research Paper,Final Year Undergraduate,Female,NS,"Abstract,  Tables, graphs or figures,  Discussion of results section,  Methodology section,  Definitions,  Problem-solution pattern,  Reference to sources"
MEC.G0.05.1,Design Modifications to Reduce Vibration on Electric Vehicle Drive Shaft,Mechanical Engineering,Research Paper,Final Year Undergraduate,Male,NS,"Tables, graphs or figures,  Problem-solution pattern,  Discussion of results section,  Reference to sources"
MEC.G0.07.1,Human Fall Monitoring Using MEMS Accelerometers,Mechanical Engineering,Research Paper,Final Year Undergraduate,Male,NS,"Abstract,  Tables, graphs or figures,  Discussion of results section,  Methodology section,  Problem-solution pattern,  Reference to sources"
MEC.G0.08.1,Fall-related hip fractures and injury avoidance maneuvers,Mechanical Engineering,Research Paper,Final Year Undergraduate,Male,NS,"Abstract,  Tables, graphs or figures,  Methodology section,  Discussion of results section,  Literature review section,  Reference to sources"
MEC.G0.08.2,Identification of Best Damping Material for Impact Vibrations through Solid Wood Flooring Using MEMS Accelerometer,Mechanical Engineering,Research Paper,Final Year Undergraduate,Male,NS,"Abstract,  Methodology section,  Discussion of results section,  Tables, graphs or figures,  Reference to sources"
MEC.G0.08.3,Modeled Flow Around a Swimmer and their Head to Evaluate TYR's Patented Design,Mechanical Engineering,Research Paper,Final Year Undergraduate,Male,NS,"Discussion of results section,  Tables, graphs or figures,  Reference to sources"
MEC.G0.08.5,Unsteady Flow Across Pipe,Mechanical Engineering,Research Paper,Final Year Undergraduate,Male,NS,"Tables, graphs or figures,  Discussion of results section"
MEC.G0.08.6,Investigation of a Microprocessor Chip Cooling System,Mechanical Engineering,Research Paper,Final Year Undergraduate,Male,NS,"Abstract,  Methodology section,  Discussion of results section,  Tables, graphs or figures,  Reference to sources"
MEC.G0.11.2,ME395 - Thermodynamic Performance of VCC Training Carts,Mechanical Engineering,Research Paper,Final Year Undergraduate,Female,NS,"Methodology section,  Discussion of results section,  Tables, graphs or figures,  Reference to sources"
MEC.G1.01.1,Energy Harvesting Using an Embedded Piezoelectric in a Bicycle Tire: Proof of Concept,Mechanical Engineering,Research Paper,First Year Graduate,Male,NS,"Methodology section,  Discussion of results section,  Literature review section,  Tables, graphs or figures,  Reference to sources"
MEC.G1.06.1,Results of material properties testing for aluminum specimens,Mechanical Engineering,Research Paper,First Year Graduate,Male,NS,"Methodology section,  Discussion of results section,  Tables, graphs or figures,  Reference to sources"
MEC.G1.07.1,Anaylsis of midsize car,Mechanical Engineering,Research Paper,First Year Graduate,Male,NS,"Methodology section,  Discussion of results section,  Tables, graphs or figures"
MEC.G2.04.1,Provably Stable Walking Gaits for a 3-link Robot with Point Feet,Mechanical Engineering,Research Paper,Second Year Graduate,Male,NS,"Tables, graphs or figures,  Reference to sources"
NRE.G0.02.1,The World Bank and IMF: Broken but Worth Fixing,Natural Resources & Environment,Argumentative Essay,Final Year Undergraduate,Male,NS, 
NRE.G0.03.1,Economics: One of the Many Components of Sustainability,Natural Resources & Environment,Argumentative Essay,Final Year Undergraduate,Male,NS, 
NRE.G0.11.1,Materials and the Environment,Natural Resources & Environment,Argumentative Essay,Final Year Undergraduate,Male,NS,"Abstract,  Problem-solution pattern,  Tables, graphs or figures,  Reference to sources"
NRE.G1.02.1,Uniformity in the Food System,Natural Resources & Environment,Argumentative Essay,First Year Graduate,Female,NS, 
NRE.G1.22.2,Paper review for Fluvial Ecosystems,Natural Resources & Environment,Argumentative Essay,First Year Graduate,Female,NS,Reference to sources
NRE.G3.02.1,Policy Decision Memo,Natural Resources & Environment,Argumentative Essay,Third Year Graduate,Female,NS,Reference to sources
NRE.G0.04.1,The American Landscape: A Personal Reflection from a Bike Seat,Natural Resources & Environment,Creative Writing,Final Year Undergraduate,Female,NS,Reference to sources
NRE.G0.02.2,The New Green Revolution: Positive or Negative?,Natural Resources & Environment,Critique/Evaluation,Final Year Undergraduate,Male,NS, 
NRE.G0.02.3,Stiglitz and the UNDP: Differing Perspectives,Natural Resources & Environment,Critique/Evaluation,Final Year Undergraduate,Male,NS, 
NRE.G0.10.1,Acid Mine Drainage,Natural Resources & Environment,Critique/Evaluation,Final Year Undergraduate,Male,NS,"Abstract,  Literature review section,  Problem-solution pattern,  Discussion of results section,  Reference to sources"
NRE.G1.14.2,Executive Order on Off-Road Vehicle Use,Natural Resources & Environment,Critique/Evaluation,First Year Graduate,Female,NS, 
NRE.G2.01.1,The Future of Sustainability,Natural Resources & Environment,Critique/Evaluation,Second Year Graduate,Male,NS, 
NRE.G1.10.1,Food Web Ecology,Natural Resources & Environment,Proposal,First Year Graduate,Male,NS, 
NRE.G1.28.1,Garden Grant Proposal,Natural Resources & Environment,Proposal,First Year Graduate,Female,NS,"Abstract,  Tables, graphs or figures,  Methodology section,  Discussion of results section,  Literature review section,  Reference to sources"
NRE.G0.05.1,"The Role of Corporations in the American Public Health Crisis Over Nutrition, Diet, and Diet Related Diseases",Natural Resources & Environment,Report,Final Year Undergraduate,Female,NS,"Problem-solution pattern,  Tables, graphs or figures,  Reference to sources"
